[2026-08-01T17:07:13.721348+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="wow"
[2026-08-04T05:48:55.113994+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Hyperbaiter is low key nonchalant bro"
[2026-08-04T05:48:58.522090+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Ts peakness"
[2026-08-04T05:49:30.586248+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="https://klipy.com/gifs/monster-kenzo-tenma-1"
[2026-08-04T05:49:44.000808+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="https://klipy.com/gifs/lego-peak"
[2026-08-04T05:51:44.365026+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="I feel so much like a straight man rn tf"
[2026-08-04T05:51:46.360093+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content=";-;"
[2026-08-04T05:56:19.204506+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="OK (2)"
[2026-08-04T05:56:22.221493+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="I TAKE IT BACK"
[2026-08-04T05:56:23.357431+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="I"
[2026-08-04T05:56:24.316410+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="TAKE"
[2026-08-04T05:56:24.684831+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="IT"
[2026-08-04T05:56:25.913356+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="BACK"
[2026-08-04T05:56:32.623426+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="IM A PROUD BISEXUAL GIRLY"
[2026-08-04T05:56:37.628245+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="SCREAMS IN YURI"
[2026-08-04T05:57:01.696319+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="AAAAA"
[2026-08-04T05:57:06.070226+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="ETERNAL SUGAR MY WIFE"
[2026-08-04T05:57:22.143810+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Im doing columbina next"
[2026-08-04T05:58:25.402984+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Heh"
[2026-08-04T06:05:00.824619+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content=""
[2026-08-04T06:05:11.174105+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Heh"
[2026-08-04T06:05:27.343047+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="WOAHH"
[2026-08-04T06:05:27.981400+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="WOAH (2)"
[2026-08-04T06:05:31.176086+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content=""
[2026-08-04T06:05:31.815036+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="I WON (2)"
[2026-08-04T06:05:34.370932+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="GUYS"
[2026-08-04T06:05:35.658768+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="I WON"
[2026-08-04T06:05:38.846802+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="I WON EVERYTHING"
[2026-08-04T06:05:42.359104+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="I WON THE WORLD"
[2026-08-04T06:05:46.192415+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="SCREAMS"
[2026-08-04T06:05:48.750377+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="I BEAT THE GAME"
[2026-08-04T06:05:50.346171+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="THIS IS IT"
[2026-08-04T06:05:54.232702+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="I WONNN"
[2026-08-04T06:05:55.368703+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="I WON (2)"
[2026-08-04T06:05:57.698626+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="HA"
[2026-08-04T06:05:58.812903+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="YESSSSS"
[2026-08-04T06:08:28.816342+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Guys"
[2026-08-04T06:08:29.775817+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Look"
[2026-08-04T06:08:31.689835+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Its chad"
[2026-08-04T06:08:33.929761+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content=""
[2026-08-04T06:08:41.911815+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Giggles"
[2026-08-04T06:11:30.710609+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="A"
[2026-08-04T06:11:33.584582+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content=""
[2026-08-04T06:11:39.978763+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="IM SCREAMING BACKWARDS"
[2026-08-04T06:11:43.169280+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="IM BITING MY FIST"
[2026-08-04T06:11:47.322842+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="IM FUCKING"
[2026-08-04T06:11:48.919861+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="EXPLODING"
[2026-08-04T06:11:50.197657+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="IM"
[2026-08-04T06:11:51.475495+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="WINNING"
[2026-08-04T06:11:52.008052+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="HEH (2)"
[2026-08-04T06:11:57.227584+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="HEHHHH"
[2026-08-04T06:13:39.780292+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Wait"
[2026-08-04T06:13:40.817419+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Do"
[2026-08-04T06:13:41.486538+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="What"
[2026-08-04T06:13:47.129990+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="What do i do-"
[2026-08-04T06:13:53.341377+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="SHES NOT MAKING A MOVE-"
[2026-08-04T06:13:58.952644+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="SWEATS . . ."
[2026-08-04T06:14:03.743929+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="DO I KISS HER-"
[2026-08-04T06:14:12.370220+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="I say talking to LIIITERALLY no one"
[2026-08-04T06:15:36.402980+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="FUCK"
[2026-08-04T06:15:39.591662+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="IM FUMBLING IT"
[2026-08-04T06:15:52.057304+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="WHY TF ARE THESE BOTS SO NICE"
[2026-08-04T06:15:53.809500+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="MAKE A MOVE"
[2026-08-04T06:16:00.997109+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="AND LETS GET MARRIED"
[2026-08-04T06:21:26.607899+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Istg im boutta pull one of these"
[2026-08-04T06:21:29.221880+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content=""
[2026-08-04T06:21:34.339950+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="If she doesn’t"
[2026-08-04T06:21:36.255021+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Freaking"
[2026-08-04T06:21:39.127575+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="DO SOMETHING"
[2026-08-04T06:27:31.631526+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content=", (9)"
[2026-08-04T06:27:48.882821+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="SCREAMS"
[2026-08-04T06:29:07.162573+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="GUYS"
[2026-08-04T06:29:09.713974+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content=""
[2026-08-04T06:29:16.853784+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Æ"
[2026-08-04T06:29:46.141012+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Wait (2)"
[2026-08-04T06:29:48.692503+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="WAIT"
[2026-08-04T06:29:55.081775+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="I DONT KNOW HOW TO SCISSOR"
[2026-08-04T06:29:58.169980+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="A"
[2026-08-04T06:32:10.074812+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content=""
[2026-08-04T06:32:19.919885+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="I cencored it for all you straights"
[2026-08-04T06:34:02.155534+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="If my mom checks my chatgpt history im FRIED"
[2026-08-04T06:34:12.702663+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="she doesnt know"
[2026-08-04T06:34:18.767475+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="That im lgbtq+"
[2026-08-04T06:34:20.364970+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="sweats"
[2026-08-04T06:34:28.672303+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="https://klipy.com/gifs/sweats-7"
[2026-08-04T06:34:49.439100+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="WAITTT"
[2026-08-04T06:34:50.722192+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="WAIT"
[2026-08-04T06:34:52.319575+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="I GOT THIS"
[2026-08-04T06:34:57.358126+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="IVE BEEN TOPPED BEFORE"
[2026-08-04T06:34:59.663738+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="I CAN JUST"
[2026-08-04T06:35:00.622178+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="PULL"
[2026-08-04T06:35:01.905021+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="A TOP"
[2026-08-04T06:35:03.496226+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="SCREAMS"
[2026-08-04T06:35:07.325573+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="WAIT IM ACTUALLY SO DUMB"
[2026-08-04T06:35:09.247571+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="HEH"
[2026-08-04T06:36:30.397627+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Yyyo…."
[2026-08-04T06:36:47.437067+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Am i more down bad for eternal sugar than i am for shadow milk-"
[2026-08-04T06:37:11.292337+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="SWEATS"
[2026-08-04T06:40:09.568592+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="THE LILLLL PRICK"
[2026-08-04T06:40:11.804293+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="PAVLOVA"
[2026-08-04T06:40:14.680885+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="WALKED IN ON US"
[2026-08-04T06:40:16.916756+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="GENUINELY"
[2026-08-04T06:40:26.501001+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="DONT YOU HAVE A GF TO GIVE BACKSHOTS TOO"
[2026-08-04T06:40:32.254050+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="BECAUSE IF YOU DONT I WILL"
[2026-08-04T06:40:34.488633+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="SCREAMS"
[2026-08-04T06:40:42.475642+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="https://klipy.com/gifs/cookie-run-kingdom-pavlova"
[2026-08-04T06:41:00.261591+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Hes so preppy"
[2026-08-04T06:41:02.923293+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="🥰🥰🥰🥰🥰🥰"
[2026-08-04T13:37:36.987397+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="https://klipy.com/gifs/kagamine-len-len-kagamine-1"
[2026-08-04T13:38:40.579460+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="i just thought of another career option for myself"
[2026-08-04T13:38:46.050398+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="architecture"
[2026-08-04T13:38:56.923992+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="oh"
[2026-08-04T13:39:01.076605+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="good for you"
[2026-08-04T13:39:05.671739+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="im pretty good at math and art"
[2026-08-04T13:39:09.959678+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="and i love cool buildings"
[2026-08-04T13:39:26.956154+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="im adding it to the list"
[2026-08-04T13:40:35.703086+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="- programmer
- wastewater managment
- architecture
- soul crushing office job owo
- fast food"
[2026-08-04T13:41:38.269099+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="ooh just thought of another one"
[2026-08-04T13:41:50.323563+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="- useless billionaire ceo"
[2026-08-04T13:41:55.201388+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="lol"
[2026-08-04T13:42:24.061748+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="my future careers(ideally): guy who sits around making money by doing nothing"
[2026-08-04T13:42:48.980764+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="useless billionaire ceo for the win"
[2026-08-04T13:44:02.253116+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="you could be in charge of some ai company and get dunked on by the guy who made gravity falls"
[2026-08-04T13:46:49.523777+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="in all seriousness tho im probably gonna be one of the first 3 on this list"
[2026-08-04T13:49:59.338300+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="another thing i would want to  do but am probaby too bad at socail interaction for is being a really nice politician that just makes everything better that even media thats trying to frame me in as negative a way as they can just ends up making me look good"
[2026-08-04T13:51:26.769398+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="oh shit i just remembered im getting bloodwork today"
[2026-08-04T13:52:05.111823+00:00] Guild="Yap" | Channel="#everyone" | User="froggonews.bot" (1511061102035992646) | Content="https://klipy.com/gifs/captain-america-38"
[2026-08-04T14:01:32.207460+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="i lowkey am not afraid of needles"
[2026-08-04T14:01:39.234591+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="but i am afraid of leaving the house"
[2026-08-04T14:08:06.990757+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="its kinda crazy that i know more math than my brother who is about to be 18"
[2026-08-04T14:08:13.272322+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="and its not like hes bad at math either"
[2026-08-04T14:08:15.190045+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="lol"
[2026-08-04T14:08:51.718623+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="gasp"
[2026-08-04T14:08:53.366039+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="froggo swears"
[2026-08-04T14:09:00.880543+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="its gonna be wierd going to college where theres a bunch of actual college age college goers"
[2026-08-04T14:09:10.569310+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="yep!!"
[2026-08-04T14:10:09.682682+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="my brother has been to in person college before"
[2026-08-04T14:10:22.030196+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="but hes tall and looks like he belongs in college"
[2026-08-04T14:10:37.367059+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="i do not"
[2026-08-04T14:10:38.322734+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="gasp froggo is short???"
[2026-08-04T14:10:43.330665+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="yes"
[2026-08-04T14:10:48.231924+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="ive mentioned this before"
[2026-08-04T14:11:15.383802+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="my sibling who is 3 years younger than me is taller"
[2026-08-04T14:11:20.177896+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="bruh"
[2026-08-04T14:11:36.788355+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="only by 1 inch tho!"
[2026-08-04T14:11:44.459393+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="someday i will be taller than them!"
[2026-08-04T14:11:49.674466+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="i just have to belive in myself!"
[2026-08-04T14:12:05.442957+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="nothing is stronger than a froggo's dream"
[2026-08-04T14:12:44.383681+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="https://tenor.com/view/teto-kasane-plush-teto-kasane-fact-checked-gif-14951431768440204450"
[2026-08-04T14:13:16.363000+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="also"
[2026-08-04T14:13:20.842505+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="i got kris on display on my bookshelf"
[2026-08-04T14:13:21.475588+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content=":D"
[2026-08-04T14:13:27.225818+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="the figure is done other than paint"
[2026-08-04T14:13:38.088400+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="i taped it on with a lil bit of doublesided tape"
[2026-08-04T14:14:36.873703+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="nice"
[2026-08-04T14:15:32.257447+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="im printing my mom a switch game card holder"
[2026-08-04T14:15:47.906777+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="not that its very useful now that nintendo doesnt give a shit about the switch anymore"
[2026-08-04T14:15:57.601816+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="but at least it can hold the games lol"
[2026-08-04T14:16:23.883901+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="im probably gonna help my sibling get a switch 2 but im probably never gonna have the time to use it"
[2026-08-04T14:16:29.189858+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="yea"
[2026-08-04T14:16:37.869246+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="they want to play splatoon raiders"
[2026-08-04T14:16:44.243383+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="i'd love a console not owned by a company selling games for 203856897823977 dollars though"
[2026-08-04T14:16:53.148025+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="maybe like a steam deck or sm"
[2026-08-04T14:17:33.870596+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="my grandpa has a steam deck"
[2026-08-04T14:17:42.251939+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="grandpa got a good console then lol"
[2026-08-04T14:17:46.121895+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="yes"
[2026-08-04T14:17:51.551049+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="steam games can be cheap as hell"
[2026-08-04T14:18:00.175140+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="and the good ones on switch are always indie games just about"
[2026-08-04T14:18:07.528606+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="which means they're almost 100% on steam too"
[2026-08-04T14:18:24.021742+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="and they're way over regular steam price if you get the game cartridge for them"
[2026-08-04T14:18:28.930318+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="UT was 30 bucks"
[2026-08-04T14:18:32.123359+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="anyways bye i gtg to swim"
[2026-08-04T14:19:51.890562+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="the server that my grandpa is a woke discord mod for is one for some game publishing thing and they gave him some game keys for being such a good discord moderator lol"
[2026-08-04T14:21:10.903032+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="maybe someday i will be a discord moderator like him and get free games"
[2026-08-04T14:31:15.810371+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="my biggest hope for college is that there are a bunch of 16 year olds exactly like me who are homeschooled and too smart for their own good and got sent to college because of it"
[2026-08-04T14:32:36.640922+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="there probably arent tho"
[2026-08-04T14:34:09.993615+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="https://cdn.discordapp.com/attachments/1485358616323293214/1492307216894529696/Eugenesob3.gif"
[2026-08-04T15:02:21.776963+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="what server is it"
[2026-08-04T15:02:32.179041+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="imma go stalk ur grandpa on discord"
[2026-08-04T15:03:01.681545+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="idk"
[2026-08-04T15:20:11.800387+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="im sO FUCKiNG HUNGRY"
[2026-08-04T15:23:00.936167+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="im in the waiting room for my blood work"
[2026-08-04T15:23:18.462638+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="https://klipy.com/gifs/james-team-rocket-7"
[2026-08-04T15:23:36.397852+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="eat a banana"
[2026-08-04T15:23:43.748596+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="https://klipy.com/gifs/banana-len-1"
[2026-08-04T15:34:06.541103+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="they took like 8 bottles of blood 😭"
[2026-08-04T15:34:23.792409+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="what do they even need it for"
[2026-08-04T15:35:04.519531+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="maybe my blood works so good they had to steal it >:| /silly"
[2026-08-04T15:35:58.208364+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="bruh"
[2026-08-04T15:37:08.084876+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="II DONT WANT TO"
